net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime
alexnet,transfer,classify,0.001,6,2_v_5,8,both,288,532,0.5413533834586466,,,
alexnet,transfer,classify,0.001,7,RVvGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,2,present,262,266,0.9849624060150376,,,
alexnet,transfer,classify,0.001,7,RVvGV,4,present,264,266,0.9924812030075187,,,
alexnet,transfer,classify,0.001,7,RVvGV,8,present,265,266,0.9962406015037594,,,
alexnet,transfer,classify,0.001,7,RVvGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,4,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,8,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,2,both,528,532,0.9924812030075187,,,
alexnet,transfer,classify,0.001,7,RVvGV,4,both,530,532,0.9962406015037594,,,
alexnet,transfer,classify,0.001,7,RVvGV,8,both,531,532,0.9981203007518797,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,2,present,264,266,0.9924812030075187,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,4,present,222,266,0.8345864661654135,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,8,present,154,266,0.5789473684210527,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,2,absent,262,266,0.9849624060150376,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,4,absent,248,266,0.9323308270676691,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,8,absent,208,266,0.7819548872180451,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,2,both,526,532,0.9887218045112782,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,4,both,470,532,0.8834586466165414,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,8,both,362,532,0.6804511278195489,,,
alexnet,transfer,classify,0.001,7,2_v_5,1,present,213,266,0.8007518796992481,,,
alexnet,transfer,classify,0.001,7,2_v_5,2,present,144,266,0.5413533834586466,,,
alexnet,transfer,classify,0.001,7,2_v_5,4,present,170,266,0.6390977443609023,,,
alexnet,transfer,classify,0.001,7,2_v_5,8,present,164,266,0.6165413533834586,,,
alexnet,transfer,classify,0.001,7,2_v_5,1,absent,154,266,0.5789473684210527,,,
