,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime,source_dataset,method_source_dataset,rotation,discrim_pct
4604,alexnet,transfer,classify,0.001,8,TvT_90,1,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
4605,alexnet,transfer,classify,0.001,8,TvT_90,2,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
4606,alexnet,transfer,classify,0.001,8,TvT_90,4,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
4607,alexnet,transfer,classify,0.001,8,TvT_90,8,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
4760,alexnet,transfer,classify,0.001,1,TvT_4,1,both,248,512,0.484375,,,,ImageNet,2,4,0.044444444444444446
4761,alexnet,transfer,classify,0.001,1,TvT_4,2,both,243,512,0.474609375,,,,ImageNet,2,4,0.044444444444444446
4762,alexnet,transfer,classify,0.001,1,TvT_4,4,both,255,512,0.498046875,,,,ImageNet,2,4,0.044444444444444446
4763,alexnet,transfer,classify,0.001,1,TvT_4,8,both,254,512,0.49609375,,,,ImageNet,2,4,0.044444444444444446
4772,alexnet,transfer,classify,0.001,1,TvT_8,1,both,241,512,0.470703125,,,,ImageNet,2,8,0.08888888888888889
4773,alexnet,transfer,classify,0.001,1,TvT_8,2,both,230,512,0.44921875,,,,ImageNet,2,8,0.08888888888888889
4774,alexnet,transfer,classify,0.001,1,TvT_8,4,both,216,512,0.421875,,,,ImageNet,2,8,0.08888888888888889
4775,alexnet,transfer,classify,0.001,1,TvT_8,8,both,221,512,0.431640625,,,,ImageNet,2,8,0.08888888888888889
4784,alexnet,transfer,classify,0.001,1,TvT_16,1,both,237,512,0.462890625,,,,ImageNet,2,16,0.17777777777777778
4785,alexnet,transfer,classify,0.001,1,TvT_16,2,both,219,512,0.427734375,,,,ImageNet,2,16,0.17777777777777778
4786,alexnet,transfer,classify,0.001,1,TvT_16,4,both,223,512,0.435546875,,,,ImageNet,2,16,0.17777777777777778
4787,alexnet,transfer,classify,0.001,1,TvT_16,8,both,267,512,0.521484375,,,,ImageNet,2,16,0.17777777777777778
4796,alexnet,transfer,classify,0.001,1,TvT_25,1,both,260,512,0.5078125,,,,ImageNet,2,25,0.2777777777777778
4797,alexnet,transfer,classify,0.001,1,TvT_25,2,both,251,512,0.490234375,,,,ImageNet,2,25,0.2777777777777778
4798,alexnet,transfer,classify,0.001,1,TvT_25,4,both,268,512,0.5234375,,,,ImageNet,2,25,0.2777777777777778
4799,alexnet,transfer,classify,0.001,1,TvT_25,8,both,275,512,0.537109375,,,,ImageNet,2,25,0.2777777777777778
4808,alexnet,transfer,classify,0.001,1,TvT_33,1,both,323,512,0.630859375,,,,ImageNet,2,33,0.36666666666666664
4809,alexnet,transfer,classify,0.001,1,TvT_33,2,both,310,512,0.60546875,,,,ImageNet,2,33,0.36666666666666664
4810,alexnet,transfer,classify,0.001,1,TvT_33,4,both,270,512,0.52734375,,,,ImageNet,2,33,0.36666666666666664
4811,alexnet,transfer,classify,0.001,1,TvT_33,8,both,287,512,0.560546875,,,,ImageNet,2,33,0.36666666666666664
4820,alexnet,transfer,classify,0.001,1,TvT_41,1,both,346,512,0.67578125,,,,ImageNet,2,41,0.45555555555555555
4821,alexnet,transfer,classify,0.001,1,TvT_41,2,both,327,512,0.638671875,,,,ImageNet,2,41,0.45555555555555555
4822,alexnet,transfer,classify,0.001,1,TvT_41,4,both,303,512,0.591796875,,,,ImageNet,2,41,0.45555555555555555
4823,alexnet,transfer,classify,0.001,1,TvT_41,8,both,290,512,0.56640625,,,,ImageNet,2,41,0.45555555555555555
4832,alexnet,transfer,classify,0.001,1,TvT_49,1,both,383,512,0.748046875,,,,ImageNet,2,49,0.5444444444444444
4833,alexnet,transfer,classify,0.001,1,TvT_49,2,both,346,512,0.67578125,,,,ImageNet,2,49,0.5444444444444444
4834,alexnet,transfer,classify,0.001,1,TvT_49,4,both,326,512,0.63671875,,,,ImageNet,2,49,0.5444444444444444
4835,alexnet,transfer,classify,0.001,1,TvT_49,8,both,281,512,0.548828125,,,,ImageNet,2,49,0.5444444444444444
4844,alexnet,transfer,classify,0.001,1,TvT_57,1,both,425,512,0.830078125,,,,ImageNet,2,57,0.6333333333333333
4845,alexnet,transfer,classify,0.001,1,TvT_57,2,both,362,512,0.70703125,,,,ImageNet,2,57,0.6333333333333333
4846,alexnet,transfer,classify,0.001,1,TvT_57,4,both,330,512,0.64453125,,,,ImageNet,2,57,0.6333333333333333
4847,alexnet,transfer,classify,0.001,1,TvT_57,8,both,299,512,0.583984375,,,,ImageNet,2,57,0.6333333333333333
4856,alexnet,transfer,classify,0.001,1,TvT_65,1,both,434,512,0.84765625,,,,ImageNet,2,65,0.7222222222222222
4857,alexnet,transfer,classify,0.001,1,TvT_65,2,both,384,512,0.75,,,,ImageNet,2,65,0.7222222222222222
4858,alexnet,transfer,classify,0.001,1,TvT_65,4,both,336,512,0.65625,,,,ImageNet,2,65,0.7222222222222222
4859,alexnet,transfer,classify,0.001,1,TvT_65,8,both,308,512,0.6015625,,,,ImageNet,2,65,0.7222222222222222
4868,alexnet,transfer,classify,0.001,1,TvT_74,1,both,392,512,0.765625,,,,ImageNet,2,74,0.8222222222222222
4869,alexnet,transfer,classify,0.001,1,TvT_74,2,both,394,512,0.76953125,,,,ImageNet,2,74,0.8222222222222222
4870,alexnet,transfer,classify,0.001,1,TvT_74,4,both,342,512,0.66796875,,,,ImageNet,2,74,0.8222222222222222
4871,alexnet,transfer,classify,0.001,1,TvT_74,8,both,312,512,0.609375,,,,ImageNet,2,74,0.8222222222222222
4880,alexnet,transfer,classify,0.001,1,TvT_82,1,both,489,512,0.955078125,,,,ImageNet,2,82,0.9111111111111111
4881,alexnet,transfer,classify,0.001,1,TvT_82,2,both,439,512,0.857421875,,,,ImageNet,2,82,0.9111111111111111
4882,alexnet,transfer,classify,0.001,1,TvT_82,4,both,382,512,0.74609375,,,,ImageNet,2,82,0.9111111111111111
4883,alexnet,transfer,classify,0.001,1,TvT_82,8,both,291,512,0.568359375,,,,ImageNet,2,82,0.9111111111111111
4892,alexnet,transfer,classify,0.001,1,TvT_90,1,both,495,512,0.966796875,,,,ImageNet,2,90,1.0
4893,alexnet,transfer,classify,0.001,1,TvT_90,2,both,450,512,0.87890625,,,,ImageNet,2,90,1.0
4894,alexnet,transfer,classify,0.001,1,TvT_90,4,both,365,512,0.712890625,,,,ImageNet,2,90,1.0
4895,alexnet,transfer,classify,0.001,1,TvT_90,8,both,307,512,0.599609375,,,,ImageNet,2,90,1.0
5048,alexnet,transfer,classify,0.001,2,TvT_4,1,both,252,512,0.4921875,,,,ImageNet,2,4,0.044444444444444446
5049,alexnet,transfer,classify,0.001,2,TvT_4,2,both,244,512,0.4765625,,,,ImageNet,2,4,0.044444444444444446
5050,alexnet,transfer,classify,0.001,2,TvT_4,4,both,266,512,0.51953125,,,,ImageNet,2,4,0.044444444444444446
5051,alexnet,transfer,classify,0.001,2,TvT_4,8,both,251,512,0.490234375,,,,ImageNet,2,4,0.044444444444444446
5060,alexnet,transfer,classify,0.001,2,TvT_8,1,both,254,512,0.49609375,,,,ImageNet,2,8,0.08888888888888889
5061,alexnet,transfer,classify,0.001,2,TvT_8,2,both,247,512,0.482421875,,,,ImageNet,2,8,0.08888888888888889
5062,alexnet,transfer,classify,0.001,2,TvT_8,4,both,234,512,0.45703125,,,,ImageNet,2,8,0.08888888888888889
5063,alexnet,transfer,classify,0.001,2,TvT_8,8,both,243,512,0.474609375,,,,ImageNet,2,8,0.08888888888888889
5072,alexnet,transfer,classify,0.001,2,TvT_16,1,both,252,512,0.4921875,,,,ImageNet,2,16,0.17777777777777778
5073,alexnet,transfer,classify,0.001,2,TvT_16,2,both,236,512,0.4609375,,,,ImageNet,2,16,0.17777777777777778
5074,alexnet,transfer,classify,0.001,2,TvT_16,4,both,217,512,0.423828125,,,,ImageNet,2,16,0.17777777777777778
5075,alexnet,transfer,classify,0.001,2,TvT_16,8,both,235,512,0.458984375,,,,ImageNet,2,16,0.17777777777777778
5084,alexnet,transfer,classify,0.001,2,TvT_25,1,both,260,512,0.5078125,,,,ImageNet,2,25,0.2777777777777778
5085,alexnet,transfer,classify,0.001,2,TvT_25,2,both,253,512,0.494140625,,,,ImageNet,2,25,0.2777777777777778
5086,alexnet,transfer,classify,0.001,2,TvT_25,4,both,260,512,0.5078125,,,,ImageNet,2,25,0.2777777777777778
5087,alexnet,transfer,classify,0.001,2,TvT_25,8,both,247,512,0.482421875,,,,ImageNet,2,25,0.2777777777777778
5096,alexnet,transfer,classify,0.001,2,TvT_33,1,both,285,512,0.556640625,,,,ImageNet,2,33,0.36666666666666664
5097,alexnet,transfer,classify,0.001,2,TvT_33,2,both,274,512,0.53515625,,,,ImageNet,2,33,0.36666666666666664
5098,alexnet,transfer,classify,0.001,2,TvT_33,4,both,248,512,0.484375,,,,ImageNet,2,33,0.36666666666666664
5099,alexnet,transfer,classify,0.001,2,TvT_33,8,both,265,512,0.517578125,,,,ImageNet,2,33,0.36666666666666664
5108,alexnet,transfer,classify,0.001,2,TvT_41,1,both,304,512,0.59375,,,,ImageNet,2,41,0.45555555555555555
5109,alexnet,transfer,classify,0.001,2,TvT_41,2,both,283,512,0.552734375,,,,ImageNet,2,41,0.45555555555555555
5110,alexnet,transfer,classify,0.001,2,TvT_41,4,both,268,512,0.5234375,,,,ImageNet,2,41,0.45555555555555555
5111,alexnet,transfer,classify,0.001,2,TvT_41,8,both,278,512,0.54296875,,,,ImageNet,2,41,0.45555555555555555
5120,alexnet,transfer,classify,0.001,2,TvT_49,1,both,319,512,0.623046875,,,,ImageNet,2,49,0.5444444444444444
5121,alexnet,transfer,classify,0.001,2,TvT_49,2,both,288,512,0.5625,,,,ImageNet,2,49,0.5444444444444444
5122,alexnet,transfer,classify,0.001,2,TvT_49,4,both,296,512,0.578125,,,,ImageNet,2,49,0.5444444444444444
5123,alexnet,transfer,classify,0.001,2,TvT_49,8,both,263,512,0.513671875,,,,ImageNet,2,49,0.5444444444444444
5132,alexnet,transfer,classify,0.001,2,TvT_57,1,both,363,512,0.708984375,,,,ImageNet,2,57,0.6333333333333333
5133,alexnet,transfer,classify,0.001,2,TvT_57,2,both,327,512,0.638671875,,,,ImageNet,2,57,0.6333333333333333
5134,alexnet,transfer,classify,0.001,2,TvT_57,4,both,309,512,0.603515625,,,,ImageNet,2,57,0.6333333333333333
5135,alexnet,transfer,classify,0.001,2,TvT_57,8,both,289,512,0.564453125,,,,ImageNet,2,57,0.6333333333333333
5144,alexnet,transfer,classify,0.001,2,TvT_65,1,both,418,512,0.81640625,,,,ImageNet,2,65,0.7222222222222222
5145,alexnet,transfer,classify,0.001,2,TvT_65,2,both,346,512,0.67578125,,,,ImageNet,2,65,0.7222222222222222
5146,alexnet,transfer,classify,0.001,2,TvT_65,4,both,331,512,0.646484375,,,,ImageNet,2,65,0.7222222222222222
5147,alexnet,transfer,classify,0.001,2,TvT_65,8,both,323,512,0.630859375,,,,ImageNet,2,65,0.7222222222222222
5156,alexnet,transfer,classify,0.001,2,TvT_74,1,both,364,512,0.7109375,,,,ImageNet,2,74,0.8222222222222222
5157,alexnet,transfer,classify,0.001,2,TvT_74,2,both,356,512,0.6953125,,,,ImageNet,2,74,0.8222222222222222
5158,alexnet,transfer,classify,0.001,2,TvT_74,4,both,320,512,0.625,,,,ImageNet,2,74,0.8222222222222222
5159,alexnet,transfer,classify,0.001,2,TvT_74,8,both,336,512,0.65625,,,,ImageNet,2,74,0.8222222222222222
5168,alexnet,transfer,classify,0.001,2,TvT_82,1,both,487,512,0.951171875,,,,ImageNet,2,82,0.9111111111111111
5169,alexnet,transfer,classify,0.001,2,TvT_82,2,both,428,512,0.8359375,,,,ImageNet,2,82,0.9111111111111111
5170,alexnet,transfer,classify,0.001,2,TvT_82,4,both,392,512,0.765625,,,,ImageNet,2,82,0.9111111111111111
5171,alexnet,transfer,classify,0.001,2,TvT_82,8,both,348,512,0.6796875,,,,ImageNet,2,82,0.9111111111111111
5180,alexnet,transfer,classify,0.001,2,TvT_90,1,both,507,512,0.990234375,,,,ImageNet,2,90,1.0
5181,alexnet,transfer,classify,0.001,2,TvT_90,2,both,459,512,0.896484375,,,,ImageNet,2,90,1.0
5182,alexnet,transfer,classify,0.001,2,TvT_90,4,both,395,512,0.771484375,,,,ImageNet,2,90,1.0
5183,alexnet,transfer,classify,0.001,2,TvT_90,8,both,355,512,0.693359375,,,,ImageNet,2,90,1.0
5336,alexnet,transfer,classify,0.001,3,TvT_4,1,both,256,512,0.5,,,,ImageNet,2,4,0.044444444444444446
5337,alexnet,transfer,classify,0.001,3,TvT_4,2,both,258,512,0.50390625,,,,ImageNet,2,4,0.044444444444444446
5338,alexnet,transfer,classify,0.001,3,TvT_4,4,both,252,512,0.4921875,,,,ImageNet,2,4,0.044444444444444446
5339,alexnet,transfer,classify,0.001,3,TvT_4,8,both,238,512,0.46484375,,,,ImageNet,2,4,0.044444444444444446
5348,alexnet,transfer,classify,0.001,3,TvT_8,1,both,220,512,0.4296875,,,,ImageNet,2,8,0.08888888888888889
5349,alexnet,transfer,classify,0.001,3,TvT_8,2,both,222,512,0.43359375,,,,ImageNet,2,8,0.08888888888888889
5350,alexnet,transfer,classify,0.001,3,TvT_8,4,both,222,512,0.43359375,,,,ImageNet,2,8,0.08888888888888889
5351,alexnet,transfer,classify,0.001,3,TvT_8,8,both,247,512,0.482421875,,,,ImageNet,2,8,0.08888888888888889
5360,alexnet,transfer,classify,0.001,3,TvT_16,1,both,213,512,0.416015625,,,,ImageNet,2,16,0.17777777777777778
5361,alexnet,transfer,classify,0.001,3,TvT_16,2,both,209,512,0.408203125,,,,ImageNet,2,16,0.17777777777777778
5362,alexnet,transfer,classify,0.001,3,TvT_16,4,both,222,512,0.43359375,,,,ImageNet,2,16,0.17777777777777778
5363,alexnet,transfer,classify,0.001,3,TvT_16,8,both,219,512,0.427734375,,,,ImageNet,2,16,0.17777777777777778
5372,alexnet,transfer,classify,0.001,3,TvT_25,1,both,246,512,0.48046875,,,,ImageNet,2,25,0.2777777777777778
5373,alexnet,transfer,classify,0.001,3,TvT_25,2,both,241,512,0.470703125,,,,ImageNet,2,25,0.2777777777777778
5374,alexnet,transfer,classify,0.001,3,TvT_25,4,both,227,512,0.443359375,,,,ImageNet,2,25,0.2777777777777778
5375,alexnet,transfer,classify,0.001,3,TvT_25,8,both,228,512,0.4453125,,,,ImageNet,2,25,0.2777777777777778
5384,alexnet,transfer,classify,0.001,3,TvT_33,1,both,251,512,0.490234375,,,,ImageNet,2,33,0.36666666666666664
5385,alexnet,transfer,classify,0.001,3,TvT_33,2,both,238,512,0.46484375,,,,ImageNet,2,33,0.36666666666666664
5386,alexnet,transfer,classify,0.001,3,TvT_33,4,both,210,512,0.41015625,,,,ImageNet,2,33,0.36666666666666664
5387,alexnet,transfer,classify,0.001,3,TvT_33,8,both,219,512,0.427734375,,,,ImageNet,2,33,0.36666666666666664
5396,alexnet,transfer,classify,0.001,3,TvT_41,1,both,273,512,0.533203125,,,,ImageNet,2,41,0.45555555555555555
5397,alexnet,transfer,classify,0.001,3,TvT_41,2,both,258,512,0.50390625,,,,ImageNet,2,41,0.45555555555555555
5398,alexnet,transfer,classify,0.001,3,TvT_41,4,both,219,512,0.427734375,,,,ImageNet,2,41,0.45555555555555555
5399,alexnet,transfer,classify,0.001,3,TvT_41,8,both,221,512,0.431640625,,,,ImageNet,2,41,0.45555555555555555
5408,alexnet,transfer,classify,0.001,3,TvT_49,1,both,298,512,0.58203125,,,,ImageNet,2,49,0.5444444444444444
5409,alexnet,transfer,classify,0.001,3,TvT_49,2,both,277,512,0.541015625,,,,ImageNet,2,49,0.5444444444444444
5410,alexnet,transfer,classify,0.001,3,TvT_49,4,both,248,512,0.484375,,,,ImageNet,2,49,0.5444444444444444
5411,alexnet,transfer,classify,0.001,3,TvT_49,8,both,222,512,0.43359375,,,,ImageNet,2,49,0.5444444444444444
5420,alexnet,transfer,classify,0.001,3,TvT_57,1,both,373,512,0.728515625,,,,ImageNet,2,57,0.6333333333333333
5421,alexnet,transfer,classify,0.001,3,TvT_57,2,both,306,512,0.59765625,,,,ImageNet,2,57,0.6333333333333333
5422,alexnet,transfer,classify,0.001,3,TvT_57,4,both,238,512,0.46484375,,,,ImageNet,2,57,0.6333333333333333
5423,alexnet,transfer,classify,0.001,3,TvT_57,8,both,244,512,0.4765625,,,,ImageNet,2,57,0.6333333333333333
5432,alexnet,transfer,classify,0.001,3,TvT_65,1,both,404,512,0.7890625,,,,ImageNet,2,65,0.7222222222222222
5433,alexnet,transfer,classify,0.001,3,TvT_65,2,both,324,512,0.6328125,,,,ImageNet,2,65,0.7222222222222222
5434,alexnet,transfer,classify,0.001,3,TvT_65,4,both,258,512,0.50390625,,,,ImageNet,2,65,0.7222222222222222
5435,alexnet,transfer,classify,0.001,3,TvT_65,8,both,266,512,0.51953125,,,,ImageNet,2,65,0.7222222222222222
5444,alexnet,transfer,classify,0.001,3,TvT_74,1,both,321,512,0.626953125,,,,ImageNet,2,74,0.8222222222222222
5445,alexnet,transfer,classify,0.001,3,TvT_74,2,both,304,512,0.59375,,,,ImageNet,2,74,0.8222222222222222
5446,alexnet,transfer,classify,0.001,3,TvT_74,4,both,274,512,0.53515625,,,,ImageNet,2,74,0.8222222222222222
5447,alexnet,transfer,classify,0.001,3,TvT_74,8,both,274,512,0.53515625,,,,ImageNet,2,74,0.8222222222222222
5456,alexnet,transfer,classify,0.001,3,TvT_82,1,both,424,512,0.828125,,,,ImageNet,2,82,0.9111111111111111
5457,alexnet,transfer,classify,0.001,3,TvT_82,2,both,379,512,0.740234375,,,,ImageNet,2,82,0.9111111111111111
5458,alexnet,transfer,classify,0.001,3,TvT_82,4,both,346,512,0.67578125,,,,ImageNet,2,82,0.9111111111111111
5459,alexnet,transfer,classify,0.001,3,TvT_82,8,both,308,512,0.6015625,,,,ImageNet,2,82,0.9111111111111111
5468,alexnet,transfer,classify,0.001,3,TvT_90,1,both,440,512,0.859375,,,,ImageNet,2,90,1.0
5469,alexnet,transfer,classify,0.001,3,TvT_90,2,both,384,512,0.75,,,,ImageNet,2,90,1.0
5470,alexnet,transfer,classify,0.001,3,TvT_90,4,both,307,512,0.599609375,,,,ImageNet,2,90,1.0
5471,alexnet,transfer,classify,0.001,3,TvT_90,8,both,315,512,0.615234375,,,,ImageNet,2,90,1.0
5624,alexnet,transfer,classify,0.001,4,TvT_4,1,both,253,512,0.494140625,,,,ImageNet,2,4,0.044444444444444446
5625,alexnet,transfer,classify,0.001,4,TvT_4,2,both,242,512,0.47265625,,,,ImageNet,2,4,0.044444444444444446
5626,alexnet,transfer,classify,0.001,4,TvT_4,4,both,267,512,0.521484375,,,,ImageNet,2,4,0.044444444444444446
5627,alexnet,transfer,classify,0.001,4,TvT_4,8,both,248,512,0.484375,,,,ImageNet,2,4,0.044444444444444446
5636,alexnet,transfer,classify,0.001,4,TvT_8,1,both,255,512,0.498046875,,,,ImageNet,2,8,0.08888888888888889
5637,alexnet,transfer,classify,0.001,4,TvT_8,2,both,249,512,0.486328125,,,,ImageNet,2,8,0.08888888888888889
5638,alexnet,transfer,classify,0.001,4,TvT_8,4,both,236,512,0.4609375,,,,ImageNet,2,8,0.08888888888888889
5639,alexnet,transfer,classify,0.001,4,TvT_8,8,both,243,512,0.474609375,,,,ImageNet,2,8,0.08888888888888889
5648,alexnet,transfer,classify,0.001,4,TvT_16,1,both,252,512,0.4921875,,,,ImageNet,2,16,0.17777777777777778
5649,alexnet,transfer,classify,0.001,4,TvT_16,2,both,234,512,0.45703125,,,,ImageNet,2,16,0.17777777777777778
5650,alexnet,transfer,classify,0.001,4,TvT_16,4,both,236,512,0.4609375,,,,ImageNet,2,16,0.17777777777777778
5651,alexnet,transfer,classify,0.001,4,TvT_16,8,both,248,512,0.484375,,,,ImageNet,2,16,0.17777777777777778
5660,alexnet,transfer,classify,0.001,4,TvT_25,1,both,263,512,0.513671875,,,,ImageNet,2,25,0.2777777777777778
5661,alexnet,transfer,classify,0.001,4,TvT_25,2,both,264,512,0.515625,,,,ImageNet,2,25,0.2777777777777778
5662,alexnet,transfer,classify,0.001,4,TvT_25,4,both,275,512,0.537109375,,,,ImageNet,2,25,0.2777777777777778
5663,alexnet,transfer,classify,0.001,4,TvT_25,8,both,283,512,0.552734375,,,,ImageNet,2,25,0.2777777777777778
5672,alexnet,transfer,classify,0.001,4,TvT_33,1,both,300,512,0.5859375,,,,ImageNet,2,33,0.36666666666666664
5673,alexnet,transfer,classify,0.001,4,TvT_33,2,both,293,512,0.572265625,,,,ImageNet,2,33,0.36666666666666664
5674,alexnet,transfer,classify,0.001,4,TvT_33,4,both,283,512,0.552734375,,,,ImageNet,2,33,0.36666666666666664
5675,alexnet,transfer,classify,0.001,4,TvT_33,8,both,303,512,0.591796875,,,,ImageNet,2,33,0.36666666666666664
5684,alexnet,transfer,classify,0.001,4,TvT_41,1,both,326,512,0.63671875,,,,ImageNet,2,41,0.45555555555555555
5685,alexnet,transfer,classify,0.001,4,TvT_41,2,both,313,512,0.611328125,,,,ImageNet,2,41,0.45555555555555555
5686,alexnet,transfer,classify,0.001,4,TvT_41,4,both,299,512,0.583984375,,,,ImageNet,2,41,0.45555555555555555
5687,alexnet,transfer,classify,0.001,4,TvT_41,8,both,291,512,0.568359375,,,,ImageNet,2,41,0.45555555555555555
5696,alexnet,transfer,classify,0.001,4,TvT_49,1,both,344,512,0.671875,,,,ImageNet,2,49,0.5444444444444444
5697,alexnet,transfer,classify,0.001,4,TvT_49,2,both,306,512,0.59765625,,,,ImageNet,2,49,0.5444444444444444
5698,alexnet,transfer,classify,0.001,4,TvT_49,4,both,315,512,0.615234375,,,,ImageNet,2,49,0.5444444444444444
5699,alexnet,transfer,classify,0.001,4,TvT_49,8,both,293,512,0.572265625,,,,ImageNet,2,49,0.5444444444444444
5708,alexnet,transfer,classify,0.001,4,TvT_57,1,both,402,512,0.78515625,,,,ImageNet,2,57,0.6333333333333333
5709,alexnet,transfer,classify,0.001,4,TvT_57,2,both,353,512,0.689453125,,,,ImageNet,2,57,0.6333333333333333
5710,alexnet,transfer,classify,0.001,4,TvT_57,4,both,341,512,0.666015625,,,,ImageNet,2,57,0.6333333333333333
